taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
3300018340,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-N23",DOE Joint Genome Institute (JGI),3300018340.0,Metagenome - Single Particle Sort,Gp0212868,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1448889,1457,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018341,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Ignavibacteria_bacterium_SCGC_AG-650-O06",DOE Joint Genome Institute (JGI),3300018341.0,Metagenome - Single Particle Sort,Gp0212894,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1584092,1441,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018343,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-J02",DOE Joint Genome Institute (JGI),3300018343.0,Metagenome - Single Particle Sort,Gp0212840,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1476319,1483,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018347,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-N19",DOE Joint Genome Institute (JGI),3300018347.0,Metagenome - Single Particle Sort,Gp0212943,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1611480,1512,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018350,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Actinobacteria_bacterium_SCGC_AG-650-L08",DOE Joint Genome Institute (JGI),3300018350.0,Metagenome - Single Particle Sort,Gp0212738,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1647104,1525,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018351,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Spirochaetes_bacterium_SCGC_AG-650-L04",DOE Joint Genome Institute (JGI),3300018351.0,Metagenome - Single Particle Sort,Gp0212951,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1531653,1551,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018352,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-J10",DOE Joint Genome Institute (JGI),3300018352.0,Metagenome - Single Particle Sort,Gp0212938,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1590339,1564,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018354,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-C16",DOE Joint Genome Institute (JGI),3300018354.0,Metagenome - Single Particle Sort,Gp0212803,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1690493,1583,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018357,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-N16",DOE Joint Genome Institute (JGI),3300018357.0,Metagenome - Single Particle Sort,Gp0212865,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1638996,1638,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018358,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chlorobiales_bacterium_SCGC_AG-650-A07",DOE Joint Genome Institute (JGI),3300018358.0,Metagenome - Single Particle Sort,Gp0212885,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1841038,1611,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018359,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Ignavibacteria_bacterium_SCGC_AG-650-E05",DOE Joint Genome Institute (JGI),3300018359.0,Metagenome - Single Particle Sort,Gp0212891,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1730702,1606,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018360,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Planctomycetacia_bacterium_SCGC_AG-650-G09",DOE Joint Genome Institute (JGI),3300018360.0,Metagenome - Single Particle Sort,Gp0212931,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,2072161,1675,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018361,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Spirochaetes_bacterium_SCGC_AG-650-K17",DOE Joint Genome Institute (JGI),3300018361.0,Metagenome - Single Particle Sort,Gp0212949,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1723548,1684,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018364,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chlorobiales_bacterium_SCGC_AG-650-J08",DOE Joint Genome Institute (JGI),3300018364.0,Metagenome - Single Particle Sort,Gp0212890,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1910677,1657,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018368,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-I15",DOE Joint Genome Institute (JGI),3300018368.0,Metagenome - Single Particle Sort,Gp0212836,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1717182,1681,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018369,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-I02",DOE Joint Genome Institute (JGI),3300018369.0,Metagenome - Single Particle Sort,Gp0212831,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1914336,1799,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018377,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-J22",DOE Joint Genome Institute (JGI),3300018377.0,Metagenome - Single Particle Sort,Gp0212939,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1862075,1809,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018380,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chloroflexia_bacterium_SCGC_AG-650-P17",DOE Joint Genome Institute (JGI),3300018380.0,Metagenome - Single Particle Sort,Gp0212903,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1958102,1798,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018384,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-P11",DOE Joint Genome Institute (JGI),3300018384.0,Metagenome - Single Particle Sort,Gp0212946,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,2189138,2113,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018389,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Spirochaetes_bacterium_SCGC_AG-650-L02",DOE Joint Genome Institute (JGI),3300018389.0,Metagenome - Single Particle Sort,Gp0212950,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1993239,1983,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018395,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-L17",DOE Joint Genome Institute (JGI),3300018395.0,Metagenome - Single Particle Sort,Gp0212941,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,2395938,2291,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018408,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Proteobacteria_bacterium_SCGC_AG-650-J16",DOE Joint Genome Institute (JGI),3300018408.0,Metagenome - Single Particle Sort,Gp0212935,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,2952583,2661,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018438,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chloroflexia_bacterium_SCGC_AG-650-G06",DOE Joint Genome Institute (JGI),3300018438.0,Metagenome - Single Particle Sort,Gp0212901,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,552464,597,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018454,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Lentisphaerae_bacterium_SCGC_AG-650-J05",DOE Joint Genome Institute (JGI),3300018454.0,Metagenome - Single Particle Sort,Gp0212917,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1349497,1215,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018456,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-J23",DOE Joint Genome Institute (JGI),3300018456.0,Metagenome - Single Particle Sort,Gp0212845,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1647690,1611,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018457,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Armatimonadetes_bacterium_SCGC_AG-650-K13",DOE Joint Genome Institute (JGI),3300018457.0,Metagenome - Single Particle Sort,Gp0212763,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1275089,1291,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018458,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-P15",DOE Joint Genome Institute (JGI),3300018458.0,Metagenome - Single Particle Sort,Gp0212875,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1260274,1179,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018459,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - archaeum_unknown_SCGC_AG-650-P07",DOE Joint Genome Institute (JGI),3300018459.0,Metagenome - Single Particle Sort,Gp0212759,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1482502,1376,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018460,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Actinobacteria_bacterium_SCGC_AG-650-O07",DOE Joint Genome Institute (JGI),3300018460.0,Metagenome - Single Particle Sort,Gp0212739,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1579051,1514,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018461,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chloroflexia_bacterium_SCGC_AG-650-P19",DOE Joint Genome Institute (JGI),3300018461.0,Metagenome - Single Particle Sort,Gp0212904,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1728026,1638,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018462,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-M05",DOE Joint Genome Institute (JGI),3300018462.0,Metagenome - Single Particle Sort,Gp0212942,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1778852,1700,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018463,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Cyanobacteria_bacterium_SCGC_AG-650-K04",DOE Joint Genome Institute (JGI),3300018463.0,Metagenome - Single Particle Sort,Gp0212906,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,2257019,2102,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018464,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-I03",DOE Joint Genome Institute (JGI),3300018464.0,Metagenome - Single Particle Sort,Gp0212832,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,2080139,2067,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300019289,*Microbiome,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Extremophilic microbial mat communities from Yellowstone National Park, Wyoming, USA - OCT_B_HostDNA",DOE Joint Genome Institute (JGI),,Metagenome Analysis,Gp0213324,USA: Wyoming,44.534,-110.7978,,7.9,,,81,71804540,225959,,81.0,7.9,7.9,7.9,7.9,0.0
3300019541,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring sediment in Zodletone spring, Oklahoma, USA - uncultured microorganism JGI MDM2 ZSSED05-1-D12",DOE Joint Genome Institute (JGI),3300019541.0,Metagenome - Single Particle Sort,Gp0211367,USA: Oklahoma,34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,26238,35,0.0,10.0,7.5,7.5,7.5,7.5,0.0
3300019559,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring sediment in Dewar Creek, British Columbia, Canada - JGI.MDM2.DC4.SYBR.04.J20",DOE Joint Genome Institute (JGI),3300019559.0,Metagenome - Single Particle Sort,Gp0195736,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,35044,47,0.0,85.9,7.08,7.08,7.08,7.08,0.0
