,bin_name,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,taxon_oid,temp,total_base,gene_count,copy_number,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range,grs_present,estimated genome size
496,3300045891_10017,98.6,0,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045891,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,133337469.6
497,3300045891_10019,95.79,0.93,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,137248924.7
499,3300045891_10022,97.2,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,135257968.1
501,3300045891_10030,93.93,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,139966725.2
502,3300045891_10032,93.46,1.87,medium,1,17,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,140670602.4
503,3300045891_10034,100,0,medium,2,18,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,131470745
504,3300045891_10035,99.07,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__Zestosphaera;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,132704900.6
506,3300045891_10037,91.36,1.4,medium,1,14,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,143904055.4
507,3300045891_10038,96.42,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,136352152
508,3300045891_10039,92.52,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,142099810.9
509,3300045891_10041,85.98,0.93,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Fervidicoccaceae;g__;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,152908519.4
511,3300045891_10044,98.13,0.93,medium,1,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,133976098
512,3300045891_10045,96.73,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,135915171.1
513,3300045899_10003,94.39,0.93,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__;g__;s__,3300045899,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,73268957.52
514,3300045899_10006,95.56,0,medium,1,3,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,3300045899,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,72371880.49
515,3300045899_10007,87.85,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045899,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,78723470.69
516,3300045899_10008,94.86,0,medium,2,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045899,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,72905934.01
517,3300045899_10010,99.07,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Fervidicoccaceae;g__ARK-14;s__,3300045899,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,69807781.37
518,3300045899_10011,97.43,0,medium,2,9,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__,3300045899,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,70982827.67
519,3300045899_10012,97.35,0.93,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__;s__,3300045899,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,71041159.73
520,3300045899_10013,88.32,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__Thermogladius;s__,3300045899,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,78304539.18
521,3300045899_10014,100,0.93,medium,2,18,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__ARK-15;s__,3300045899,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,69158569
523,3300045899_10019,87.77,1.87,medium,2,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__UBA164;g__UBA160;s__,3300045899,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,78795225.02
524,3300045899_10020,99.07,0,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Caldisphaera;s__,3300045899,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_02","University of Wisconsin, Madison",3300045899,Metagenome Analysis,Gp0569487,"Yellowstone National Park, Wyoming, USA",44.69893,-110.76843,,5.798,,,78.1,69158569,104302,,78.1,5.798,5.798,5.798,5.798,0,1,69807781.37
525,3300045900_10010,96.26,0.93,medium,2,15,d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__WYZ-LMO6;g__WYZ-LMO6;s__WYZ-LMO6 sp004347925,3300045900,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,1,664732374.8
526,3300045900_10019,92.52,1.87,medium,2,11,d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__;g__;s__,3300045900,,,,3,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,1,691603311.7
528,3300045900_10029,98.13,1.87,medium,1,15,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__;g__;s__,3300045900,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,1,652064999.5
529,3300045900_10033,96.73,4.21,medium,1,3,d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Odinarchaeales;f__;g__;s__,3300045900,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,1,661502516.3
530,3300045900_10034,93.46,1.87,medium,1,18,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Methanodesulfokores;s__Methanodesulfokores washburnensis,3300045900,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,1,684647318.6
