,scaffold_oid,taxon_oid,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,gene_oid,Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID,Scaffold Length (bp),Scaffold Read Depth,COG,Pfam,KO,Unnamed: 12,bin_name,total_base,gene_count
12,Ga0197144_100258,3300020145,97.5,3.47,MQ,,,Archaea;Thaumarchaeota,3300020145 assembled Ga0197144_10025828,3300020145 assembled Ga0197144_10025828,Ga0197144_10025828,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_100258,26399,29,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_12,1308258,1575
13,Ga0197144_100164,3300020145,97.5,3.47,MQ,,,Archaea;Thaumarchaeota,3300020145 assembled Ga0197144_10016430,3300020145 assembled Ga0197144_10016430,Ga0197144_10016430,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_100164,33356,32,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_12,1308258,1575
14,Ga0197144_101205,3300020145,97.5,3.47,MQ,,,Archaea;Thaumarchaeota,3300020145 assembled Ga0197144_1012053,3300020145 assembled Ga0197144_1012053,Ga0197144_1012053,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_101205,7975,30,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_12,1308258,1575
15,Ga0197144_100152,3300020145,98.1,1.3,HQ,,,Archaea;Crenarchaeota,3300020145 assembled Ga0197144_10015210,3300020145 assembled Ga0197144_10015210,Ga0197144_10015210,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_100152,34315,247,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_6,2297508,2680
16,Ga0197144_100004,3300020145,98.1,1.3,HQ,,,Archaea;Crenarchaeota,3300020145 assembled Ga0197144_10000413,3300020145 assembled Ga0197144_10000413,Ga0197144_10000413,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_100004,175346,247,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_6,2297508,2680
17,Ga0197144_100091,3300020145,96.76,0,HQ,,,Archaea;Thaumarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified,3300020145 assembled Ga0197144_10009130,3300020145 assembled Ga0197144_10009130,Ga0197144_10009130,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_100091,44335,115,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_8,1468471,1619
18,Ga0197144_100001,3300020145,95.59,2.21,HQ,,,Archaea;Crenarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified,3300020145 assembled Ga0197144_100001456,3300020145 assembled Ga0197144_100001456,Ga0197144_100001456,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_100001,745112,644,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_9,1431201,1575
23,YNPsite03_CeleraDRAF_scf1118686649135,2022920002,80.7,1.27,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;unclassified;unclassified;unclassified,2022920002 assembled YNPsite03_CeleraDRAFT_47230,2022920002 assembled YNPsite03_CeleraDRAFT_47230,YNPsite03_CeleraDRAFT_47230,Fe-S oxidoreductase,2022920002,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP3 Monarch Geyser, Norris Geyser Basin (*) (MER-FS) (assembled)",1,YNPsite03_CeleraDRAF_scf1118686649135,412542,1,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,2022920002_3,926795,1135
24,YNPsite03_CeleraDRAF_scf1118686649184,2022920002,80.7,1.27,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;unclassified;unclassified;unclassified,2022920002 assembled YNPsite03_CeleraDRAFT_87470,2022920002 assembled YNPsite03_CeleraDRAFT_87470,YNPsite03_CeleraDRAFT_87470,Fe-S oxidoreductase,2022920002,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP3 Monarch Geyser, Norris Geyser Basin (*) (MER-FS) (assembled)",1,YNPsite03_CeleraDRAF_scf1118686649184,470602,1,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,2022920002_3,926795,1135
28,Ga0071330_1064454,3300005298,95.15,0,HQ,,,Archaea,3300005298 assembled Ga0071330_106445413,3300005298 assembled Ga0071330_106445413,Ga0071330_106445413,Fe-S oxidoreductase,3300005298,"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C (*) (MER-FS) (assembled)",1,Ga0071330_1064454,57067,57,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005298_30,1191377,1311
29,Ga0071330_1063390,3300005298,98.1,1.27,MQ,,,Archaea;Crenarchaeota;Thermoprotei,3300005298 assembled Ga0071330_106339057,3300005298 assembled Ga0071330_106339057,Ga0071330_106339057,Fe-S oxidoreductase,3300005298,"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C (*) (MER-FS) (assembled)",1,Ga0071330_1063390,62486,30,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005298_21,1570717,1753
30,Ga0071330_1066800,3300005298,81.14,0.97,MQ,,,Archaea;Aigarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified,3300005298 assembled Ga0071330_106680017,3300005298 assembled Ga0071330_106680017,Ga0071330_106680017,RecF/RecN/SMC N terminal domain,3300005298,"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C (*) (MER-FS) (assembled)",1,Ga0071330_1066800,17337,10,COG1196===Chromosome segregation ATPase,pfam02463===RecF/RecN/SMC N terminal domain,,,3300005298_24,1347950,1526
31,Ga0071330_1071756,3300005298,81.14,0.97,MQ,,,Archaea;Aigarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified,3300005298 assembled Ga0071330_10717563,3300005298 assembled Ga0071330_10717563,Ga0071330_10717563,Fe-S oxidoreductase,3300005298,"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C (*) (MER-FS) (assembled)",1,Ga0071330_1071756,3578,10,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005298_24,1347950,1526
32,Ga0071330_1062206,3300005298,100,0.33,MQ,,,Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae,3300005298 assembled Ga0071330_1062206180,3300005298 assembled Ga0071330_1062206180,Ga0071330_1062206180,Fe-S oxidoreductase,3300005298,"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C (*) (MER-FS) (assembled)",1,Ga0071330_1062206,177149,67,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005298_28,1346747,1631
36,Ga0074075_17089,3300005256,91.47,2.98,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae,3300005256 assembled Ga0074075_170894,3300005256 assembled Ga0074075_170894,Ga0074075_170894,Fe-S oxidoreductase,3300005256,"Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_E (*) (MER-FS) (assembled)",1,Ga0074075_17089,29219,16,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",,,,3300005256_2,1811972,2268
37,Ga0074075_13750,3300005256,91.47,2.98,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae,3300005256 assembled Ga0074075_1375056,3300005256 assembled Ga0074075_1375056,Ga0074075_1375056,Fe-S oxidoreductase,3300005256,"Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_E (*) (MER-FS) (assembled)",1,Ga0074075_13750,48065,18,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005256_2,1811972,2268
38,Ga0074075_12651,3300005256,86.01,0,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera cuprina,3300005256 assembled Ga0074075_1265141,3300005256 assembled Ga0074075_1265141,Ga0074075_1265141,Fe-S oxidoreductase,3300005256,"Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_E (*) (MER-FS) (assembled)",1,Ga0074075_12651,40396,27,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005256_4,1706778,2008
39,Ga0074075_10963,3300005256,86.01,0,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera cuprina,3300005256 assembled Ga0074075_109632,3300005256 assembled Ga0074075_109632,Ga0074075_109632,Fe-S oxidoreductase,3300005256,"Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_E (*) (MER-FS) (assembled)",1,Ga0074075_10963,10053,22,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005256_4,1706778,2008
41,Ga0065718_1004987,3300005278,98.1,1.27,MQ,,,Archaea;Crenarchaeota;Thermoprotei,3300005278 assembled Ga0065718_100498742,3300005278 assembled Ga0065718_100498742,Ga0065718_100498742,Fe-S oxidoreductase,3300005278,"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment CS 77C (*) (MER-FS) (assembled)",1,Ga0065718_1004987,41684,35,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005278_10,1466323,1685
42,Ga0065718_1005110,3300005278,97.71,1.2,MQ,,,Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae,3300005278 assembled Ga0065718_100511024,3300005278 assembled Ga0065718_100511024,Ga0065718_100511024,Fe-S oxidoreductase,3300005278,"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment CS 77C (*) (MER-FS) (assembled)",1,Ga0065718_1005110,27276,83,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300005278_13,1323426,1661
48,Ga0208313_102594,3300026882,94.74,0.89,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus tokodaii,3300026882 assembled Ga0208313_1025942,3300026882 assembled Ga0208313_1025942,Ga0208313_1025942,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026882,"Extremophilic microbial mat communities from Yellowstone National Park, USA - OSPB_Slides-mat_host_7_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208313_102594,3064,118,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026882_6,1515410,1890
50,Ga0072500_117575,3300005300,97.09,2.02,MQ,,,Archaea,3300005300 assembled Ga0072500_11757518,3300005300 assembled Ga0072500_11757518,Ga0072500_11757518,Fe-S oxidoreductase,3300005300,"Hot spring microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment S 77C (*) (MER-FS) (assembled)",1,Ga0072500_117575,14895,18,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,KO:K03423======,,3300005300_19,1423059,1702
61,Ga0208559_100080,3300026762,99.4,0.6,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus,3300026762 assembled Ga0208559_10008028,3300026762 assembled Ga0208559_10008028,Ga0208559_10008028,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026762,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_6_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208559_100080,32474,71,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026762_1,2567545,3001
62,Ga0208559_100006,3300026762,99.4,0.6,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus,3300026762 assembled Ga0208559_10000641,3300026762 assembled Ga0208559_10000641,Ga0208559_10000641,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026762,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_6_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208559_100006,89116,74,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026762_1,2567545,3001
67,Ga0208559_100078,3300026762,94.64,0,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula,3300026762 assembled Ga0208559_10007820,3300026762 assembled Ga0208559_10007820,Ga0208559_10007820,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026762,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_6_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208559_100078,33354,65,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026762_6,1507222,1770
68,Ga0208559_100629,3300026762,94.64,0,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula,3300026762 assembled Ga0208559_1006296,3300026762 assembled Ga0208559_1006296,Ga0208559_1006296,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026762,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_6_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208559_100629,6999,62,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026762_6,1507222,1770
69,Ga0197142_1012486,3300020153,87.87,0,MQ,,,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;unclassified,3300020153 assembled Ga0197142_10124867,3300020153 assembled Ga0197142_10124867,Ga0197142_10124867,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020153,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 60_MetaG (*) (MER-FS) (assembled)",1,Ga0197142_1012486,5371,11,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020153_50,1568244,2070
70,Ga0197142_1004072,3300020153,91.26,1.46,MQ,,,Archaea;Thaumarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified,3300020153 assembled Ga0197142_100407210,3300020153 assembled Ga0197142_100407210,Ga0197142_100407210,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020153,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 60_MetaG (*) (MER-FS) (assembled)",1,Ga0197142_1004072,11976,10,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020153_51,1270311,1521
71,Ga0197142_1000863,3300020153,91.59,0,MQ,,,Archaea;Thaumarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified,3300020153 assembled Ga0197142_100086325,3300020153 assembled Ga0197142_100086325,Ga0197142_100086325,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020153,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 60_MetaG (*) (MER-FS) (assembled)",1,Ga0197142_1000863,28367,44,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020153_52,1266381,1423
77,Ga0208683_100042,3300026906,95.04,0.6,HQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae,3300026906 assembled Ga0208683_10004269,3300026906 assembled Ga0208683_10004269,Ga0208683_10004269,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026906,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_9_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208683_100042,62573,186,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026906_12,1443084,1623
78,Ga0208683_100130,3300026906,95.04,0.6,HQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae,3300026906 assembled Ga0208683_10013025,3300026906 assembled Ga0208683_10013025,Ga0208683_10013025,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026906,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_9_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208683_100130,34656,179,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026906_12,1443084,1623
79,Ga0208683_100934,3300026906,97.02,1.19,HQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae,3300026906 assembled Ga0208683_10093411,3300026906 assembled Ga0208683_10093411,Ga0208683_10093411,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026906,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_9_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208683_100934,10365,44,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026906_8,1713647,1816
80,Ga0208683_103254,3300026906,97.02,1.19,HQ,,,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae,3300026906 assembled Ga0208683_1032543,3300026906 assembled Ga0208683_1032543,Ga0208683_1032543,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026906,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_9_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208683_103254,4229,44,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026906_8,1713647,1816
83,Ga0208683_101127,3300026906,81.49,0,MQ,,,Archaea,3300026906 assembled Ga0208683_1011276,3300026906 assembled Ga0208683_1011276,Ga0208683_1011276,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300026906,"Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_9_15 (SPAdes) (*) (MER-FS) (assembled)",1,Ga0208683_101127,9217,64,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300026906_13,1274225,1543
